"species_type","site_ID","license_type","company_person","Operating group","site_name","species","latitude","longitude","location"
"Marine Finfish","112","Marine finfish","Golden Eagle Sable Fish Inc.","","Centre Cove","Sablefish (Anoplopoma fimbria)","50.01736","-127.19165","Kyuquot Sound"
"Marine Finfish","144","Marine finfish","Mowi Canada West","","Koskimo","Atlantic Salmon (Salmo salar)","50.45861","-127.88988","Quatsino Sound"
"Marine Finfish","169","Marine finfish","Cermaq Canada Ltd","","Barkley","Atlantic Salmon (Salmo salar)","48.9431","-124.98704","Barkley Sound"
"Marine Finfish","224","Marine finfish","Cermaq Canada Ltd","","San Mateo","Atlantic Salmon (Salmo salar)","48.93938","-124.99239","Barkley Sound"
"Marine Finfish","227","Marine finfish","Cermaq Canada Ltd","","Bawden","Atlantic Salmon (Salmo salar)","49.309053","-126.007418","Clayoquot Sound"
"Marine Finfish","233","Marine finfish","Creative Salmon Company Ltd.","","Indian Bay","Chinook Salmon (Oncorhynchus tshawytscha)","49.11916","-125.72549","Clayoquot Sound"
"Marine Finfish","234","Marine finfish","Cermaq Canada Ltd","","Dixon Bay","Atlantic Salmon (Salmo salar)","49.405","-126.15055","Clayoquot Sound"
"Marine Finfish","244","Marine finfish","Creative Salmon Company Ltd.","","Eagle Bay","Chinook Salmon (Oncorhynchus tshawytscha)","49.12945","-125.71093","Clayoquot Sound"
"Marine Finfish","270","Marine finfish","Omega Pacific Seafarms Inc.","","Jane Bay","Sablefish (Anoplopoma fimbria)","49.00306","-125.15692","Barkley Sound"
"Marine Finfish","314","Marine finfish","Cermaq Canada Ltd","","Ross Pass","Atlantic Salmon (Salmo salar)","49.32437","-126.04849","Clayoquot Sound"
"Marine Finfish","456","Marine finfish","622335 British Columbia Ltd.","","Doctor Bay","Chinook Salmon (Oncorhynchus tshawytscha)","50.2521","-124.81957","Discovery Islands"
"Marine Finfish","520","Marine finfish","Cermaq Canada Ltd","","Bedwell","Atlantic Salmon (Salmo salar)","49.26548","-125.81247","Clayoquot Sound"
"Marine Finfish","526","Marine finfish","Cermaq Canada Ltd","","Rant Point","Atlantic Salmon (Salmo salar)","49.2567","-125.84153","Clayoquot Sound"
"Marine Finfish","540","Marine finfish","Cermaq Canada Ltd","","Fortune Channel","Atlantic Salmon (Salmo salar)","49.23503","-125.75174","Clayoquot Sound"
"Marine Finfish","543","Marine finfish","Cermaq Canada Ltd","","Mussel Rock","Atlantic Salmon (Salmo salar)","49.25925","-125.86762","Clayoquot Sound"
"Marine Finfish","706","Marine finfish","Mowi Canada West","","Hardy Bay","Atlantic Salmon (Salmo salar)","50.73446","-127.44641","Port Hardy"
"Marine Finfish","776","Marine finfish","Creative Salmon Company Ltd.","","Baxter Islets","Chinook Salmon (Oncorhynchus tshawytscha)","49.13299","-125.78289","Clayoquot Sound"
"Marine Finfish","831","Marine finfish","Mowi Canada West","","Shelter Pass","Atlantic Salmon (Salmo salar)","50.88414","-127.5004","Port Hardy"
"Marine Finfish","892","Marine finfish","Mowi Canada West","","Bell Island","Atlantic Salmon (Salmo salar)","50.83242","-127.52057","Port Hardy"
"Marine Finfish","1078","Marine finfish","Grieg Seafood BC Ltd.","","Lutes Creek","Atlantic Salmon (Salmo salar)","49.88622","-126.76977","Esperanza Inlet"
"Marine Finfish","1079","Marine finfish","Grieg Seafood BC Ltd.","","Steamer","Atlantic Salmon (Salmo salar)","49.8876","-126.79088","Esperanza Inlet"
"Marine Finfish","1136","Marine finfish","Mowi Canada West","","Shaw Point","Atlantic Salmon (Salmo salar)","50.48527","-125.88981","Discovery Islands"
"Marine Finfish","1148","Marine finfish","Cermaq Canada Ltd","","Binns Island","Atlantic Salmon (Salmo salar)","49.34182","-125.95328","Clayoquot Sound"
"Marine Finfish","1158","Marine finfish","Mowi Canada West","","Hohoae Island","Chinook Salmon (Oncorhynchus tshawytscha)","50.0335","-127.21019","Kyuquot Sound"
"Marine Finfish","1198","Marine finfish","Mowi Canada West","","Raynor","Atlantic Salmon (Salmo salar)","50.89253","-127.25359","Port Hardy"
"Marine Finfish","1237","Marine finfish","Mowi Canada West","","Monday Rocks","Atlantic Salmon (Salmo salar)","50.48562","-127.87618","Quatsino Sound"
"Marine Finfish","1238","Marine finfish","Mowi Canada West","","Mahatta West","Atlantic Salmon (Salmo salar)","50.46914","-127.83577","Quatsino Sound"
"Marine Finfish","1288","Marine finfish","Mowi Canada West Inc.","","Doyle Island","Atlantic salmon (Salmo salar)","50.81456","-127.48698","Port Hardy"
"Marine Finfish","1291","Marine finfish","Cermaq Canada Ltd","","McIntyre Lake","Atlantic salmon (Salmo salar)","49.30557","-125.81583","Clayoquot Sound"
"Marine Finfish","1293","Marine finfish","Mowi Canada West Inc.","","Duncan Island","Atlantic salmon (Salmo salar)","50.8195","-127.55568","Port Hardy"
"Marine Finfish","1299","Marine finfish","Mowi Canada West Inc.","","Thorpe Point","Atlantic salmon (Salmo salar)","50.57888","-127.6087","Quatsino Sound"
"Marine Finfish","1300","Marine finfish","Mowi Canada West Inc.","","Althorpe","Atlantic salmon (Salmo salar)","50.47531","-125.80975","Discovery Islands"
"Marine Finfish","1338","Marine finfish","Mowi Canada West Inc.","","Mahatta East","Atlantic salmon (Salmo salar)","50.47456","-127.78781","Quatsino Sound"
"Marine Finfish","1350","Marine finfish","Mowi Canada West Inc.","","Shelter Bay","Atlantic salmon (Salmo salar)","50.96555","-127.45345","Port Hardy"
"Marine Finfish","1351","Marine finfish","Mowi Canada West Inc.","","Marsh Bay","Atlantic salmon (Salmo salar)","50.90567","-127.34239","Port Hardy"
"Marine Finfish","1376","Marine finfish","Mowi Canada West Inc.","","Cleagh Creek","Atlantic salmon (Salmo salar)","50.48188","-127.73367","Quatsino Sound"
"Marine Finfish","1382","Marine finfish","Mowi Canada West Inc.","","Robertson","Atlantic salmon (Salmo salar)","50.93242","-127.42537","Port Hardy"
"Marine Finfish","1419","Marine finfish","Creative Salmon Company Ltd.","","McCall Islets","Chinook Salmon (Oncorhynchus tshawytscha)","49.14146","-125.73122","Clayoquot Sound"
"Marine Finfish","1472","Marine finfish","Cermaq Canada Ltd","","West Side","Atlantic salmon (Salmo salar)","49.27928","-125.83065","Clayoquot Sound"
"Marine Finfish","1507","Marine finfish","Cermaq Canada Ltd","","Millar Channel","Atlantic salmon (Salmo salar)","49.37622","-126.09003","Clayoquot Sound"
"Marine Finfish","1537","Marine finfish","Cermaq Canada Ltd","","Bare Bluff","Atlantic salmon (Salmo salar)","49.32702","-125.79902","Clayoquot Sound"
"Marine Finfish","1554","Marine finfish","Golden Eagle Sable Fish Inc.","","Charlie's Place","Sablefish (Anoplopoma fimbria)","50.04149","-127.17617","Kyuquot Sound"
"Marine Finfish","1596","Marine finfish","Creative Salmon Company Ltd.","","Dawley Pass","Chinook Salmon (Oncorhynchus tshawytscha)","49.16641","-125.7686","Clayoquot Sound"
"Marine Finfish","1691","Marine finfish","Mowi Canada West Inc.","","Kid Bay","Atlantic salmon (Salmo salar)","52.80108","-128.40431","Central Coast"
"Marine Finfish","1700","Marine finfish","Grieg Seafood BC Ltd.","","Muchalat South","Atlantic salmon (Salmo salar)","49.64012","-126.32735","Nootka Sound"
"Marine Finfish","1702","Marine finfish","Mowi Canada West Inc.","","Goat Cove","Atlantic salmon (Salmo salar)","52.78726","-128.4199","Central Coast"
"Marine Finfish","1705","Marine finfish","Grieg Seafood BC Ltd.","","Williamson","Atlantic salmon (Salmo salar)","49.65623","-126.42849","Nootka Sound"
"Marine Finfish","1738","Marine finfish","Grieg Seafood BC Ltd.","","Atrevida","Atlantic salmon (Salmo salar)","49.65603","-126.45404","Nootka Sound"
"Marine Finfish","1762","Marine finfish","Grieg Seafood BC Ltd.","","Gore","Atlantic salmon (Salmo salar)","49.6466","-126.43167","Nootka Sound"
"Marine Finfish","1789","Marine finfish","Grieg Seafood BC Ltd.","","Concepcion","Atlantic salmon (Salmo salar)","49.65923","-126.47587","Nootka Sound"
"Marine Finfish","1825","Marine finfish","Grieg Seafood BC Ltd.","","Noo-la","Atlantic salmon (Salmo salar)","50.60799","-126.36301","Broughton Archipelago"
"Marine Finfish","1839","Marine finfish","Grieg Seafood BC Ltd.","","Wa-kwa","Atlantic salmon (Salmo salar)","50.60106","-126.34741","Broughton Archipelago"
"Marine Finfish","1849","Marine finfish","Grieg Seafood BC Ltd.","","Muchalat North","Atlantic salmon (Salmo salar)","49.64394","-126.33953","Nootka Sound"
"Marine Finfish","1862","Marine finfish","Grieg Seafood BC Ltd.","","Hecate","Atlantic salmon (Salmo salar)","49.86799","-126.7573","Esperanza Inlet"
"Marine Finfish","1863","Marine finfish","Grieg Seafood BC Ltd.","","Esperanza","Atlantic salmon (Salmo salar)","49.87814","-126.76145","Esperanza Inlet"
"Marine Finfish","1895","Marine finfish","Mowi Canada West Inc.","","Sheep Passage","Atlantic salmon (Salmo salar)","52.79609","-128.31093","Central Coast"
"Marine Finfish","1896","Marine finfish","Mowi Canada West Inc.","","Lime Point","Atlantic salmon (Salmo salar)","52.78538","-128.33133","Central Coast"
"Marine Finfish","1899","Marine finfish","Creative Salmon Company Ltd.","","Warne Island","Chinook Salmon (Oncorhynchus tshawytscha)","49.12815","-125.74923","Clayoquot Sound"
"Marine Finfish","6668","Marine finfish","Cermaq Canada Ltd","","Plover Point","Atlantic salmon (Salmo salar)","49.21438","-125.76603","Clayoquot Sound"
"Marine Finfish","7053","Marine finfish","Mowi Canada West Inc.","","Ghi ya","Atlantic salmon (Salmo salar)","50.90078","-127.93638","Port Hardy"
"Marine Finfish","7054","Marine finfish","Mowi Canada West Inc","","Wanx talis","Atlantic salmon (Salmo salar)","50.89322","-127.8956","Port Hardy"
"Marine Finfish","7114","Marine finfish","Cermaq Canada Ltd","","Yaakswiis","Atlantic salmon (Salmo salar)","49.35577","-126.07951","Clayoquot Sound"
"Marine Finfish","7273","Marine finfish","Grieg Seafood BC Ltd","","Tsa-ya","Atlantic salmon (Salmo salar)","50.6133","-126.33073","Broughton Archipelago"
"Marine Finfish","7713","Marine finfish","Mowi Canada West Inc.","","Cougar","Atlantic salmon (Salmo salar)","52.71993","-128.57432","Central Coast"
"Marine Finfish","7714","Marine finfish","Mowi Canada West Inc.","","Alexander","Atlantic salmon (Salmo salar)","52.67648","-128.57494","Central Coast"
"Shellfish","2","Shellfish facility","Toan Van Tran","","Denman Island, Baynes Sound","","49.54496","-124.83593",""
"Shellfish","3","Shellfish facility","Mac's Oysters Ltd.","","Narrows Inlet, Sechelt","","49.69300","-123.80454",""
"Shellfish","4","Shellfish facility","Roderick S. Vowles, Wayne D. Vowles and Holly L. Vowles","","Metcalf Bay, Denman Island, Baynes Sound","","49.49993","-124.76595",""
"Shellfish","5","Shellfish facility","Darrin Nelson Szaszik","","Decourcy Island","","49.10550","-123.74360",""
"Shellfish","6","Shellfish facility","Village Bay Mariculture Ltd.","","Village Bay, Quadra Island","","50.15617","-125.19375",""
"Shellfish","8","Shellfish facility","Frederick Lee Grauer","","Lennies Lagoon, Lasqueti Island","","49.51115","-124.29620",""
"Shellfish","9","Shellfish facility","Frederick Lee Grauer","","Unnamed Bay S.of West Point, Lasqueti Is","","49.51267","-124.29296",""
"Shellfish","10","Shellfish facility","Raincoast Sea Farms Ltd.","","Denman Island, Baynes Sound","","49.56765","-124.84301",""
"Shellfish","11","Shellfish facility","Raincoast Sea Farms Ltd.","","Comox Harbour","","49.66978","-124.94678",""
"Shellfish","12","Shellfish facility","Raincoast Sea Farms Ltd.","","Denman Island, Baynes Sound","","49.58348","-124.84495",""
"Shellfish","13","Shellfish facility","Raincoast Sea Farms Ltd.","","Denman Island, Baynes Sound","","49.56463","-124.84321",""
"Shellfish","15","Shellfish facility","Paradise Oyster Company Ltd.","","Deep Bay, Baynes Sound","","49.46287","-124.74888",""
"Shellfish","18","Shellfish facility","Strategic Shellfish Ltd.","","Lambert Channel, Hornby Island","","49.53108","-124.71148",""
"Shellfish","20","Shellfish facility","Allan Morrison","","Burgoyne Bay, Saltspring Island","","48.78903","-123.51841",""
"Shellfish","22","Shellfish facility","Islanders Eco Service Ltd.","","Bird Cove, Evans Bay, Read Island","","50.20411","-125.09156",""
"Shellfish","23","Shellfish facility","Islanders Eco Service Ltd.","","Burdwood Bay, Read Island","","50.17323","-125.09349",""
"Shellfish","24","Shellfish facility","Islanders Eco Service Ltd.","","Evans Bay, Read Island","","50.20024","-125.07523",""
"Shellfish","25","Shellfish facility","Kelly Steeve","","Burdwood Bay, Read Island","","50.16707","-125.09874",""
"Shellfish","26","Shellfish facility","Subtle Island Enterprises Inc.","","Subtle Islands, W. Cortes Island","","50.11902","-125.07889",""
"Shellfish","27","Shellfish facility","Barnacle Bill’s Shellfish Co.","","Gorge Harbour, Cortes Island","","50.10142","-125.03463",""
"Shellfish","29","Shellfish facility","1363643 BC Ltd","","Okeover Inlet","","50.00425","-124.70519",""
"Shellfish","32","Shellfish facility","Abrupt Shellfish Inc.","","Scott Island","","48.97398","-123.69336",""
"Shellfish","33","Shellfish facility","Bonne Le, Ai Thuy Tran and Tuan Anh Le","","Baynes Sound","","49.48742","-124.79402",""
"Shellfish","36","Shellfish facility","Teakerne Arm Shellfish Corp.","","NW Teakerne Arm","","50.18882","-124.86717",""
"Shellfish","38","Shellfish facility","Tuan Van Tran and Cong Thanh Ta","","Useless Inlet, Barclay Sound","","48.99381","-125.05661",""
"Shellfish","41","Shellfish facility","Minh Van Nguyen","","Denman Island, Baynes Sound","","49.53762","-124.82725",""
"Shellfish","42","Shellfish facility","Xiu Mei Guo and Zhanbing Guo","","Denman Island, Baynes Sound","","49.53274","-124.81848",""
"Shellfish","45","Shellfish facility","EAS Aquaculture Ltd.","","Denman Island, Baynes Sound","","49.49543","-124.76236",""
"Shellfish","46","Shellfish facility","Trinity Aquaculture Inc.","","Denman Island, Baynes Sound","","49.49111","-124.75996",""
"Shellfish","48","Shellfish facility","Spartan Oyster Ltd.","","Burdwood Bay, Read Island","","50.17530","-125.09079",""
"Shellfish","50","Shellfish facility","Bertha Jeffery","","Uganda Pass, Marina Island","","50.08000","-125.03793",""
"Shellfish","54","Shellfish facility","Vinh Duc Nguyen, Thi Hanh Pham and Phong Thanh Le","","Denman Island, Baynes Sound","","49.57560","-124.84144",""
"Shellfish","59","Shellfish facility","Block 391 Shellfish Ltd.","","Denman Island, Baynes Sound","","49.48832","-124.75727",""
"Shellfish","60","Shellfish facility","Jin Xian Huang, Van Dong Hang and Halong Oysters Ltd","","Baynes Sound","","49.52393","-124.80466",""
"Shellfish","61","Shellfish facility","Lighthouse Shellfish Ltd.","","Denman Island, Baynes Sound","","49.51608","-124.79115",""
"Shellfish","62","Shellfish facility","Wen Zhang","","Denman Island, Baynes Sound","","49.48201","-124.72535",""
"Shellfish","63","Shellfish facility","Taylor Shellfish Canada ULC","","Mud Bay, Baynes Sound","","49.47052","-124.78135",""
"Shellfish","64","Shellfish facility","C and C Shellfish Company Ltd.","","Mud Bay, Baynes Sound","","49.47672","-124.78893",""
"Shellfish","65","Shellfish facility","Taylor Shellfish Canada ULC","","Mud Bay, Baynes Sound","","49.46934","-124.78950",""
"Shellfish","66","Shellfish facility","Taylor Shellfish Canada ULC","","Mud Bay, Baynes Sound","","49.47054","-124.78582",""
"Shellfish","67","Shellfish facility","Taylor Shellfish Canada ULC","","Mud Bay, Baynes Sound","","49.47137","-124.79018",""
"Shellfish","68","Shellfish facility","Parasunny Aquaculture Inc.","","Buckley Bay, Baynes Sound","","49.55166","-124.86886",""
"Shellfish","69","Shellfish facility","Big Rock Oyster Farm Ltd.","","Buckley Bay, Baynes Sound","","49.55405","-124.87006",""
"Shellfish","72","Shellfish facility","Thi Hanh Pham","","Denman Island, Baynes Sound","","49.57244","-124.84296",""
"Shellfish","73","Shellfish facility","Beech House Seafood Ltd.","","Cortes Island","","50.14004","-125.03165",""
"Shellfish","74","Shellfish facility","D. Ritchie Holdings Ltd.","","Whiterock Passage, Read Island","","50.26684","-125.08159",""
"Shellfish","75","Shellfish facility","Scott Akenhead and Laurel Lee Coatta","","Ladysmith Harbour","","48.98698","-123.77595",""
"Shellfish","76","Shellfish facility","D. Ritchie Holdings Ltd.","","Maurelle Island","","50.24431","-125.11326",""
"Shellfish","77","Shellfish facility","Ristol Seafarms Ltd.","","Agamemnon Channel, Nelson Island","","49.72008","-124.05536",""
"Shellfish","80","Shellfish facility","Tien Xuan Phuong and Kim Thi Pham","","Coulter Bay","","50.13273","-125.04623",""
"Shellfish","81","Shellfish facility","Joanne Mccoy and Dale Mccoy","","West Cortes Island, Plunger Pass","","50.11527","-125.07153",""
"Shellfish","82","Shellfish facility","Ian D. Winter","","Gorge Harbour, Cortes Island","","50.09325","-125.00651",""
"Shellfish","83","Shellfish facility","Lucky 8's Oyster Co. Ltd.","","East Marina Island","","50.07098","-125.03135",""
"Shellfish","84","Shellfish facility","Lucky 8's Oyster Co. Ltd.","","Marina Reef","","50.03632","-125.05431",""
"Shellfish","85","Shellfish facility","South Manson's Shellfish Incorporated","","Mansons Landing, Cortes Island","","50.06072","-124.99225",""
"Shellfish","86","Shellfish facility","Taylor Shellfish Canada ULC","","North of Mud Bay, Baynes Sound","","49.47626","-124.79135",""
"Shellfish","87","Shellfish facility","Block 421 Shellfish Ltd.","","Mud Bay, Baynes Sound","","49.47915","-124.79183",""
"Shellfish","88","Shellfish facility","David Geoffrey Nikleva","","Gorge Harbour, Cortes Island","","50.09915","-125.01474",""
"Shellfish","89","Shellfish facility","Lagoon Island Mariculture Ltd.","","Lemmens Inlet, Lagoon Island","","49.20366","-125.87756",""
"Shellfish","90","Shellfish facility","Katherine Mclaggan, Stuart Victor Mclaggan and Sonya Friesen","","Gorge Harbour, Cortes Island","","50.09089","-124.98720",""
"Shellfish","91","Shellfish facility","Taylor Shellfish Canada ULC","","Deep Bay, Baynes Sound","","49.46529","-124.75628",""
"Shellfish","92","Shellfish facility","Taylor Shellfish Canada ULC","","Deep Bay, Baynes Sound","","49.46656","-124.75997",""
"Shellfish","93","Shellfish facility","Taylor Shellfish Canada ULC","","Deep Bay, Baynes Sound","","49.46646","-124.76360",""
"Shellfish","94","Shellfish facility","Taylor Shellfish Canada ULC","","Deep Bay, Baynes Sound","","49.46927","-124.76991",""
"Shellfish","97","Shellfish facility","Pacific Northwest Shellfish Company Ltd.","","Fanny Bay, Baynes Sound","","49.50581","-124.82511",""
"Shellfish","98","Shellfish facility","0864245 BC Ltd","","Squirrel Cove, Cortes Island","","50.11807","-124.90863",""
"Shellfish","101","Shellfish facility","Madrona Shellfish Ltd.","","Nanoose Bay","","49.26940","-124.17365",""
"Shellfish","102","Shellfish facility","DIA Technologies Inc.","","Agamemnon Channel","","49.70571","-124.05378",""
"Shellfish","104","Shellfish facility","Julia Dawn Mitchell","","Heron Bay, Lasqueti Island","","49.50313","-124.25279",""
"Shellfish","105","Shellfish facility","Storm Bay Shellfish Co. Ltd.","","Sechelt Inlet","","49.65653","-123.81989",""
"Shellfish","109","Shellfish facility","Hadden And Sons Shellfish Ltd.","","Denman Island, Baynes Sound","","49.54870","-124.83972",""
"Shellfish","110","Shellfish facility","Linda M. Carlson and Clay S. Carlson","","Salalicum Pass, Open Bay, Quadra Island","","50.14045","-125.18895",""
"Shellfish","113","Shellfish facility","Mac's Oysters Ltd.","","Metcalf Bay","","49.49838","-124.76650",""
"Shellfish","115","Shellfish facility","Fred Stern","","Townley Islands, Malaspina Peninsula","","50.02395","-124.83944",""
"Shellfish","117","Shellfish facility","Lawrence Douglas Mc Donald","","Marble Cove","","48.91396","-125.10794",""
"Shellfish","118","Shellfish facility","Travis Hesketh and Cory Hesketh","","Denman Island, Baynes Sound","","49.48572","-124.75270",""
"Shellfish","120","Shellfish facility","Sand Dollar Oyster Ltd.","","Denman Island, Baynes Sound","","49.50947","-124.77946",""
"Shellfish","121","Shellfish facility","Island Shellfish Ltd.","","Denman Island, Baynes Sound","","49.51825","-124.79541",""
"Shellfish","122","Shellfish facility","Bonne Le, Chi Thi Bich (Betsy) Le and Tuan Anh Le","","Denman Island, Baynes Sound","","49.47528","-124.69129",""
"Shellfish","124","Shellfish facility","Ronald O. Block","","Gorge Harbour, Cortes Island","","50.10160","-125.03285",""
"Shellfish","126","Shellfish facility","Ronald O. Block","","Cat Islands, SW Cortes Island","","50.07241","-124.99067",""
"Shellfish","127","Shellfish facility","Lorindale Holdings Ltd.","","Deep Bay, Baynes Sound","","49.45875","-124.73807",""
"Shellfish","128","Shellfish facility","Lorindale Holdings Ltd.","","Deep Bay, Baynes Sound","","49.46040","-124.75062",""
"Shellfish","129","Shellfish facility","Bruce C. Cook","","Deep Bay, Baynes Sound","","49.45712","-124.73808",""
"Shellfish","131","Shellfish facility","Hadden And Sons Shellfish Ltd. and Tran Giadinh Holdings Ltd.","","Denman Island, Baynes Sound","","49.55915","-124.84211",""
"Shellfish","132","Shellfish facility","Jin Xian Huang, Van Dong Hang and Halong Oysters Ltd","","Denman Island, Baynes Sound","","49.55755","-124.84320",""
"Shellfish","133","Shellfish facility","Taylor Shellfish Canada ULC","","Denman Island, Baynes Sound","","49.56199","-124.84268",""
"Shellfish","134","Shellfish facility","State Of The Art Systems Corporation","","Hornby Island","","49.53369","-124.71188",""
"Shellfish","135","Shellfish facility","James McElwain","","Ship's Point, Baynes Sound","","49.49724","-124.79111",""
"Shellfish","146","Shellfish facility","Mac's Oysters Ltd.","","St. Vincent Bay, Sykes Island","","49.81093","-124.08203",""
"Shellfish","160","Shellfish facility","Ristol Seafarms Ltd.","","Sechelt Inlet","","49.58115","-123.78374",""
"Shellfish","164","Shellfish hatchery","Island Scallops Ltd.","","Island Scallops Hatchery","","49.39128","-124.60150",""
"Shellfish","174","Shellfish facility","David Hamoline","","Malaspina Inlet","","50.06045","-124.80426",""
"Shellfish","175","Shellfish facility","Russell Patenaude","","Okeover Inlet","","50.01226","-124.70833",""
"Shellfish","185","Shellfish facility","David Geoffrey Nikleva","","Gorge Harbour, Cortes Island","","50.08982","-125.01206",""
"Shellfish","186","Shellfish facility","Hoskyns Oysters Ltd.","","Dunsterville Bay","","50.14731","-125.14822",""
"Shellfish","187","Shellfish facility","Lannie Keller","","Fronting DL 20, N. Evans Bay, Read Is.","","50.21907","-125.06738",""
"Shellfish","188","Shellfish facility","Taylor Shellfish Canada ULC","","Thors Cove, Lancelot Inlet","","50.05706","-124.70615",""
"Shellfish","189","Shellfish facility","Huu-ay-aht First Nation","","Trevor Channel, Barkley Sound","","48.87796","-125.08613",""
"Shellfish","191","Shellfish facility","Pacific Northwest Shellfish Company Ltd.","","Malaspina Inlet","","50.04937","-124.78582",""
"Shellfish","194","Shellfish facility","Stuart Victor Mclaggan and M. Levesque","","Shark Spit, Marina Island","","50.08832","-125.05067",""
"Shellfish","195","Shellfish facility","Huan Dan Investor","","Carrington Bay, Cortes Island","","50.14618","-125.02158",""
"Shellfish","196","Shellfish facility","Tien Xuan Phuong and Kim Thi Pham","","Frederic Point, Read Island","","50.18517","-125.04470",""
"Shellfish","197","Shellfish facility","Island Sea Farms Inc.","","Evans Bay, Read Island","","50.20484","-125.07579",""
"Shellfish","204","Shellfish facility","Doug Wright","","Denman Island, Baynes Sound","","49.55602","-124.84632",""
"Shellfish","205","Shellfish facility","Doug Wright","","Denman Island, Baynes Sound","","49.55169","-124.84281",""
"Shellfish","212","Shellfish facility","Judy Hicks","","Okeover Inlet","","50.01777","-124.71096",""
"Shellfish","213","Shellfish facility","Tuan Van Tran","","Useless Inlet, Barkley Sound","","48.98607","-125.05705",""
"Shellfish","238","Shellfish facility","Wood Island's Legacy","","Wood Islets, Mosquito Hbr., Fortune Ch.","","49.19362","-125.78632",""
"Shellfish","239","Shellfish facility","Wood Island's Legacy","","Mosquito Harbour, Meares Island","","49.19162","-125.79546",""
"Shellfish","240","Shellfish facility","Red Star Seafoods Ltd.","","Lancelot Inlet","","50.04466","-124.70896",""
"Shellfish","241","Shellfish facility","Heike Tomaino","","Lemmens Inlet, Meares Island","","49.21053","-125.86157",""
"Shellfish","250","Shellfish facility","Han Duc Tran and Dung Thi Dau","","Metcalf Bay, Baynes Sound","","49.50454","-124.77121",""
"Shellfish","254","Shellfish facility","Oyster Bros Ventures","","NE Nelson Island, Jervis Inlet","","49.78066","-124.04069",""
"Shellfish","256","Shellfish facility","Joyce Hope","","Gorge Harbour, Cortes Island","","50.09481","-125.01085",""
"Shellfish","258","Shellfish facility","James Edward Spalding","","Useless Inlet, Barkley Sound","","48.99790","-125.04783",""
"Shellfish","259","Shellfish facility","Jesse Kurt Broten","","Lemmens Inlet, Meares Island","","49.19021","-125.88800",""
"Shellfish","261","Shellfish facility","Mac's Oysters Ltd.","","Dark Cove, Jervis Inlet","","49.81624","-123.95025",""
"Shellfish","265","Shellfish facility","1298272 B.C. LTD.","","Hotham Sound","","49.85346","-124.05550",""
"Shellfish","272","Shellfish facility","Mary Huong Hoang, Hien Thuy Le, Thanh Thi Le, Han Hoan Dong, Nang Thang Ngo, Van Tien  Ngo and Dai Thi Trang Tran","","Fanny Bay, Baynes Sound","","49.50410","-124.81816",""
"Shellfish","277","Shellfish facility","Han Duc Tran and Dung Thi Dau","","Denman Island, Baynes Sound","","49.57799","-124.84034",""
"Shellfish","278","Shellfish facility","Pacific Northwest Shellfish Company Ltd.","","Denman Island, Baynes Sound","","49.52954","-124.81310",""
"Shellfish","279","Shellfish facility","Fred Stern","","Malaspina Peninsula, North of Turner Bay","","50.04942","-124.83477",""
"Shellfish","280","Shellfish facility","Malcolm Hugh McDonald","","Lancelot Inlet","","50.05038","-124.70981",""
"Shellfish","281","Shellfish facility","Andre Comeau and Chris Roberts","","West Side of Okeover Inlet","","49.97256","-124.68900",""
"Shellfish","282","Shellfish facility","Robert Langley","","Okeover Inlet","","49.97819","-124.68369",""
"Shellfish","288","Shellfish facility","Jilane Kariatsumari","","NW Lemmens Inlet, Meares Island","","49.21162","-125.88632",""
"Shellfish","295","Shellfish facility","Klahoose Shellfish Limited Partnership","","Squirrel Cove","","50.12286","-124.91924",""
"Shellfish","296","Shellfish facility","C AND C SHELLFISH COMPANY LTD.","","Fanny Bay, Baynes Sound","","49.48076","-124.79289",""
"Shellfish","298","Shellfish facility","Phat Fanny Oyster Farm Ltd.","","Denman Island, N. of Repulse Point, Baynes Sound","","49.48432","-124.74907",""
"Shellfish","299","Shellfish facility","Little Wing Oysters Ltd.","","Coode Peninsula, Okeover Inlet","","50.01989","-124.72946",""
"Shellfish","316","Shellfish facility","Canadian Benthic Limited","","Roquefeuil Bay, Barkley Sound","","48.85050","-125.11262",""
"Shellfish","320","Shellfish facility","Canadian Benthic Limited","","Roquefeuil Bay","","48.85414","-125.11195",""
"Shellfish","321","Shellfish facility","Richard Steed","","Useless Inlet, Barkley Sound","","48.97806","-125.07571",""
"Shellfish","323","Shellfish facility","377331 British Columbia Ltd.","","North of Denman Point, Denman Island, Baynes Sound","","49.57141","-124.85053",""
"Shellfish","324","Shellfish facility","377332 British Columbia Ltd.","","SW Mussel Rock, Cypress Bay","","49.26331","-125.87612",""
"Shellfish","327","Shellfish facility","Theodosia Seafoods Inc.","","SW Theodosia Inlet","","50.06547","-124.69587",""
"Shellfish","328","Shellfish facility","Nor-Pac Oysters Incorporated","","Vanguard Bay, Nelson Island","","49.75050","-124.09750",""
"Shellfish","330","Shellfish facility","British Coastal Bi Valve + Ltd","","Malaspina Inlet","","50.03958","-124.76917",""
"Shellfish","343","Shellfish facility","Ammy Chui, Keith Chui, Huan Zhang and Jia Tian","","Denman Island, Baynes Sound","","49.48137","-124.73551",""
"Shellfish","345","Shellfish facility","Cooper's Cove Oyster Farm Ltd.","","Billings Spit, Sooke Harbour","","48.38071","-123.70138",""
